transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,date
2703,30,2189,2017-10-08,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,2020-08-12 17:40:34.669269
2704,40,835,2017-10-23,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,2020-08-12 17:40:34.669269
2705,92,2639,2017-09-18,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2016-03-29,2020-08-12 17:40:34.669269
2706,43,1120,2017-04-28,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,2020-08-12 17:40:34.669269
2707,68,693,2017-02-14,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-24,2020-08-12 17:40:34.669269
2708,2,2912,2017-11-14,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,2020-08-12 17:40:34.669269
2709,47,201,2017-12-02,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25,2020-08-12 17:40:34.669269
2710,85,885,2017-12-23,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,2020-08-12 17:40:34.669269
2711,16,1574,2017-06-15,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,2020-08-12 17:40:34.669269
2712,42,239,2017-02-02,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,2020-08-12 17:40:34.669269
2713,90,1965,2017-12-24,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-03,2020-08-12 17:40:34.669269
2714,34,2896,2017-01-14,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-12,2020-08-12 17:40:34.669269
2715,45,583,2017-11-29,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,2020-08-12 17:40:34.669269
2716,100,1168,2017-07-06,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,2020-08-12 17:40:34.669269
2717,95,1540,2017-12-25,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-10,2020-08-12 17:40:34.669269
2718,0,958,2017-04-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
2719,81,2839,2017-03-18,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,2020-08-12 17:40:34.669269
2720,9,1669,2017-01-09,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2016-11-22,2020-08-12 17:40:34.669269
2721,15,821,2017-05-15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-12,2020-08-12 17:40:34.669269
2722,49,1061,2017-12-05,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,2020-08-12 17:40:34.669269
2723,16,2304,2017-09-07,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1993-07-15,2020-08-12 17:40:34.669269
2724,63,1589,2017-04-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2009-03-08,2020-08-12 17:40:34.669269
2725,67,2666,2017-02-18,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,2020-08-12 17:40:34.669269
2726,81,990,2017-05-23,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1998-12-16,2020-08-12 17:40:34.669269
2727,21,2992,2017-11-05,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,2016-02-04,2020-08-12 17:40:34.669269
2728,12,1722,2017-08-27,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,2020-08-12 17:40:34.669269
2729,59,2098,2017-10-23,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,2020-08-12 17:40:34.669269
2730,9,877,2017-05-04,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2007-08-04,2020-08-12 17:40:34.669269
2731,40,3079,2017-05-28,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2011-05-09,2020-08-12 17:40:34.669269
2732,19,2155,2017-01-31,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,2020-08-12 17:40:34.669269
2733,0,963,2017-09-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,2020-08-12 17:40:34.669269
2734,0,1432,2017-11-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-16,2020-08-12 17:40:34.669269
2735,95,524,2017-05-16,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,2020-08-12 17:40:34.669269
2736,53,1123,2017-12-06,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,2020-08-12 17:40:34.669269
2737,33,1745,2017-04-27,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2010-06-07,2020-08-12 17:40:34.669269
2738,75,490,2017-06-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,2020-08-12 17:40:34.669269
2739,96,372,2017-07-22,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-29,2020-08-12 17:40:34.669269
2740,51,2615,2017-01-15,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1991-01-21,2020-08-12 17:40:34.669269
2741,54,324,2017-12-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-10-18,2020-08-12 17:40:34.669269
2742,64,1331,2017-08-22,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,2020-08-12 17:40:34.669269
2743,0,1107,2017-11-12,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,2020-08-12 17:40:34.669269
2744,33,3382,2017-07-02,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,2020-08-12 17:40:34.669269
2745,3,310,2017-09-28,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,2020-08-12 17:40:34.669269
2746,3,3242,2017-09-03,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-12-17,2020-08-12 17:40:34.669269
2747,92,184,2017-04-29,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2009-03-08,2020-08-12 17:40:34.669269
2748,80,384,2017-07-11,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,2020-08-12 17:40:34.669269
2749,31,2830,2017-06-05,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,2020-08-12 17:40:34.669269
2750,6,1913,2017-06-25,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-28,2020-08-12 17:40:34.669269
2751,77,1381,2017-01-21,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25,2020-08-12 17:40:34.669269
2752,39,1345,2017-11-10,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,2020-08-12 17:40:34.669269
2753,22,781,2017-02-19,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,2020-08-12 17:40:34.669269
2754,33,1061,2017-08-14,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,2020-08-12 17:40:34.669269
2755,80,1171,2017-03-13,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-16,2020-08-12 17:40:34.669269
2756,76,2031,2017-02-20,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,2020-08-12 17:40:34.669269
2757,35,1873,2017-12-22,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-19,2020-08-12 17:40:34.669269
2758,0,1810,2017-12-24,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,2020-08-12 17:40:34.669269
2759,3,1492,2017-11-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1991-01-21,2020-08-12 17:40:34.669269
2760,65,937,2017-11-03,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,2020-08-12 17:40:34.669269
2761,7,877,2017-02-15,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2005-12-07,2020-08-12 17:40:34.669269
2762,64,2759,2017-09-11,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-22,2020-08-12 17:40:34.669269
2763,63,621,2017-05-04,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,2020-08-12 17:40:34.669269
2764,17,2428,2017-07-21,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2013-03-12,2020-08-12 17:40:34.669269
2765,59,2173,2017-05-09,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05,2020-08-12 17:40:34.669269
2766,94,3191,2017-09-06,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1994-08-10,2020-08-12 17:40:34.669269
2767,0,1307,2017-08-19,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1991-11-10,2020-08-12 17:40:34.669269
2768,85,1263,2017-11-18,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,2020-08-12 17:40:34.669269
2769,9,235,2017-10-10,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,2020-08-12 17:40:34.669269
2770,1,1545,2017-01-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,2020-08-12 17:40:34.669269
2771,51,3470,2017-01-01,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2007-12-11,2020-08-12 17:40:34.669269
2772,86,1929,2017-01-31,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,2020-08-12 17:40:34.669269
2773,0,1136,2017-05-08,0.5004582484725051,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,2020-08-12 17:40:34.669269
2774,14,1147,2017-04-27,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2006-05-22,2020-08-12 17:40:34.669269
2775,86,409,2017-06-15,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1999-07-26,2020-08-12 17:40:34.669269
2776,21,1144,2017-09-14,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2005-12-07,2020-08-12 17:40:34.669269
2777,27,1403,2017-03-29,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,2020-08-12 17:40:34.669269
2778,52,3042,2017-12-19,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07,2020-08-12 17:40:34.669269
2779,2,2635,2017-07-07,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,2020-08-12 17:40:34.669269
2780,84,225,2017-11-23,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,2020-08-12 17:40:34.669269
2781,27,792,2017-02-24,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,2020-08-12 17:40:34.669269
2782,59,2320,2017-12-06,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,2020-08-12 17:40:34.669269
2783,3,272,2017-03-24,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-28,2020-08-12 17:40:34.669269
2784,85,1619,2017-07-28,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-26,2020-08-12 17:40:34.669269
2785,12,1765,2017-07-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,2020-08-12 17:40:34.669269
2786,85,127,2017-12-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,2020-08-12 17:40:34.669269
2787,12,763,2017-02-03,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,2020-08-12 17:40:34.669269
2788,35,2355,2017-02-07,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1999-07-20,2020-08-12 17:40:34.669269
2789,63,3231,2017-07-17,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2015-04-11,2020-08-12 17:40:34.669269
2790,54,3228,2017-01-31,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,2020-08-12 17:40:34.669269
2791,10,1348,2017-07-26,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,2020-08-12 17:40:34.669269
2792,68,1250,2017-10-23,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,2020-08-12 17:40:34.669269
2793,5,1902,2017-07-13,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2004-09-28,2020-08-12 17:40:34.669269
2794,62,3499,2017-01-12,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1998-12-17,2020-08-12 17:40:34.669269
2795,47,791,2017-05-14,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2014-07-28,2020-08-12 17:40:34.669269
2796,54,262,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2016-12-06,2020-08-12 17:40:34.669269
2797,72,848,2017-08-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,2020-08-12 17:40:34.669269
2798,61,2181,2017-05-28,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2010-11-05,2020-08-12 17:40:34.669269
2799,74,1240,2017-10-18,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-22,2020-08-12 17:40:34.669269
2800,75,2683,2017-11-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1991-07-10,2020-08-12 17:40:34.669269
2801,81,3417,2017-01-05,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,2020-08-12 17:40:34.669269
2802,0,501,2017-05-31,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,2020-08-12 17:40:34.669269
2803,55,653,2017-09-26,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-06-17,2020-08-12 17:40:34.669269
2804,13,2340,2017-07-02,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2010-05-05,2020-08-12 17:40:34.669269
2805,3,2504,2017-09-10,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,2020-08-12 17:40:34.669269
2806,91,3295,2017-07-16,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2015-08-10,2020-08-12 17:40:34.669269
2807,97,1104,2017-09-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,2020-08-12 17:40:34.669269
2808,12,3117,2017-03-09,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-09,2020-08-12 17:40:34.669269
2809,100,1522,2017-12-21,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,2020-08-12 17:40:34.669269
2810,69,3489,2017-04-07,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,2020-08-12 17:40:34.669269
2811,89,63,2017-09-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2005-05-10,2020-08-12 17:40:34.669269
2812,2,1824,2017-01-05,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-08-29,2020-08-12 17:40:34.669269
2813,76,1193,2017-02-03,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,2020-08-12 17:40:34.669269
2814,81,3011,2017-06-04,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,2020-08-12 17:40:34.669269
2815,0,2697,2017-08-28,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,2020-08-12 17:40:34.669269
2816,1,2595,2017-04-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,2020-08-12 17:40:34.669269
2817,35,2457,2017-04-02,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,2020-08-12 17:40:34.669269
2818,20,3414,2017-01-03,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-07-15,2020-08-12 17:40:34.669269
2819,75,3299,2017-05-02,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1991-07-10,2020-08-12 17:40:34.669269
2820,34,696,2017-09-18,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-12,2020-08-12 17:40:34.669269
2821,0,2307,2017-08-22,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,2020-08-12 17:40:34.669269
2822,24,1225,2017-04-10,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07,2020-08-12 17:40:34.669269
2823,42,2792,2017-03-18,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2003-02-16,2020-08-12 17:40:34.669269
2824,0,306,2017-08-29,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,2020-08-12 17:40:34.669269
2825,93,3060,2017-01-05,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1994-08-10,2020-08-12 17:40:34.669269
2826,11,1005,2017-02-02,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,2020-08-12 17:40:34.669269
2827,4,3326,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-08-20,2020-08-12 17:40:34.669269
2828,42,3273,2017-03-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2003-09-09,2020-08-12 17:40:34.669269
2829,87,2199,2017-03-18,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2006-05-22,2020-08-12 17:40:34.669269
2830,23,1096,2017-03-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,2020-08-12 17:40:34.669269
2831,46,1788,2017-02-01,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2008-03-19,2020-08-12 17:40:34.669269
2832,80,1290,2017-09-26,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21,2020-08-12 17:40:34.669269
2833,95,684,2017-02-11,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,2020-08-12 17:40:34.669269
2834,11,507,2017-03-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,2020-08-12 17:40:34.669269
2835,41,836,2017-05-30,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,2011-05-09,2020-08-12 17:40:34.669269
2836,95,635,2017-07-03,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2016-03-29,2020-08-12 17:40:34.669269
2837,61,478,2017-01-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1992-10-02,2020-08-12 17:40:34.669269
2838,61,2544,2017-11-28,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2010-08-20,2020-08-12 17:40:34.669269
2839,11,719,2017-04-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,2020-08-12 17:40:34.669269
2840,82,3245,2017-05-12,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,2020-08-12 17:40:34.669269
2841,9,1360,2017-07-02,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2014-03-03,2020-08-12 17:40:34.669269
2842,24,1451,2017-11-29,0.5004582484725051,Approved,Solex,Road,medium,large,1777.8,820.78,1991-08-05,2020-08-12 17:40:34.669269
2843,90,1506,2017-12-30,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,2020-08-12 17:40:34.669269
2844,11,478,2017-12-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,2020-08-12 17:40:34.669269
2845,64,1380,2017-04-20,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,2020-08-12 17:40:34.669269
2846,0,2358,2017-11-16,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,2006-10-01,2020-08-12 17:40:34.669269
2847,52,1433,2017-08-15,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,2020-08-12 17:40:34.669269
2848,57,3374,2017-06-17,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1998-12-17,2020-08-12 17:40:34.669269
2849,83,1036,2017-02-10,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2004-08-07,2020-08-12 17:40:34.669269
2850,37,39,2017-08-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,2020-08-12 17:40:34.669269
2851,24,1178,2017-10-12,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07,2020-08-12 17:40:34.669269
2852,92,89,2017-02-14,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,2020-08-12 17:40:34.669269
2853,68,800,2017-08-18,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,2020-08-12 17:40:34.669269
2854,63,1354,2017-10-17,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
2855,89,1413,2017-06-30,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,2020-08-12 17:40:34.669269
2856,31,1429,2017-05-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1999-07-20,2020-08-12 17:40:34.669269
2857,93,1345,2017-04-26,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,2020-08-12 17:40:34.669269
2858,40,1637,2017-07-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,2020-08-12 17:40:34.669269
2859,78,2438,2017-10-03,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-08-07,2020-08-12 17:40:34.669269
2860,1,3215,2017-03-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-05-10,2020-08-12 17:40:34.669269
2861,98,2442,2017-08-04,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,2020-08-12 17:40:34.669269
2862,5,1336,2017-09-23,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1991-11-07,2020-08-12 17:40:34.669269
2863,91,3129,2017-05-11,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2003-09-10,2020-08-12 17:40:34.669269
2864,32,3478,2017-09-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,2020-08-12 17:40:34.669269
2865,61,1367,2017-12-19,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,2020-08-12 17:40:34.669269
2866,74,2562,2017-06-03,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,2020-08-12 17:40:34.669269
2867,16,1554,2017-08-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1992-10-11,2020-08-12 17:40:34.669269
2868,38,2458,2017-05-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-05-18,2020-08-12 17:40:34.669269
2869,94,2121,2017-10-02,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2016-03-29,2020-08-12 17:40:34.669269
2870,38,2888,2017-04-24,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-04-10,2020-08-12 17:40:34.669269
2871,67,3334,2017-02-27,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2010-08-20,2020-08-12 17:40:34.669269
2872,8,52,2017-04-22,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,2020-08-12 17:40:34.669269
2873,41,781,2017-02-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,2020-08-12 17:40:34.669269
2874,83,1801,2017-06-30,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,2020-08-12 17:40:34.669269
2875,0,2012,2017-06-09,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04,2020-08-12 17:40:34.669269
2876,3,2454,2017-05-13,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-16,2020-08-12 17:40:34.669269
2877,63,849,2017-08-24,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,2020-08-12 17:40:34.669269
2878,23,799,2017-04-16,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-08-05,2020-08-12 17:40:34.669269
2879,2,3071,2017-03-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2003-02-07,2020-08-12 17:40:34.669269
2880,76,2415,2017-09-06,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,2020-08-12 17:40:34.669269
2881,7,1585,2017-07-18,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1991-11-07,2020-08-12 17:40:34.669269
2882,79,1711,2017-08-13,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2005-05-10,2020-08-12 17:40:34.669269
2883,32,1195,2017-12-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,2020-08-12 17:40:34.669269
2884,1,699,2017-11-05,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-09-15,2020-08-12 17:40:34.669269
2885,60,802,2017-08-02,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,2020-08-12 17:40:34.669269
2886,19,3088,2017-12-27,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,2020-08-12 17:40:34.669269
2887,0,2770,2017-08-12,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1999-07-20,2020-08-12 17:40:34.669269
2888,46,1980,2017-06-30,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1997-05-10,2020-08-12 17:40:34.669269
2889,5,1012,2017-12-21,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2014-03-03,2020-08-12 17:40:34.669269
2890,58,3225,2017-03-05,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2012-05-18,2020-08-12 17:40:34.669269
2891,48,2434,2017-07-08,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,2020-08-12 17:40:34.669269
2892,2,2055,2017-04-22,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,2020-08-12 17:40:34.669269
2893,6,3126,2017-10-18,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,2020-08-12 17:40:34.669269
2894,36,1951,2017-06-06,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1999-07-20,2020-08-12 17:40:34.669269
2895,39,2062,2017-04-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,2020-08-12 17:40:34.669269
2896,35,1771,2017-05-26,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1999-12-04,2020-08-12 17:40:34.669269
2897,23,3221,2017-05-28,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2005-05-10,2020-08-12 17:40:34.669269
